Site_Name,Cluster_ID,Cluster_Location,Cluster_Location_Time,Cluster_State,Lat,Long,Elevation_mabsl,Site_Comments,Sample_ID,Start_Time_Zone,Collection_Time_Zone,Collection_Date,Year,Season,Month,Sample_Comments,d2H,d18O,d2H_Analytical_SD,d18O_Analytical_SD,WI_Analysis_Source,Project_ID,Modality
KFC,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68752,-111.88874,,,SLV-13-029,,-6,24-04-13 4:10,2013,spring,april,,-122.2313142,-16.32582907,0.05509281,0.008850414,SPATIAL,p58,multi
Murray City Park,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.65996,-111.87905,,,SLV-13-030,,-6,24-04-13 4:20,2013,spring,april,,-110.5211912,-14.29701613,0.041171188,0.022489146,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.76524,-111.85461,,,SLV-13-061,,-6,24-04-13 9:30,2013,spring,april,,-122.2334517,-16.38602782,0.034118705,0.033139772,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.72049,-111.93855,,,SLV-13-031,,-6,24-04-13 9:40,2013,spring,april,,-122.4032674,-16.19632293,0.086285207,0.009403199,SPATIAL,p58,multi
Sinclair,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.74135,-111.82632,,,SLV-13-062,,-6,24-04-13 9:40,2013,spring,april,,-122.2501996,-16.38106838,0.084808596,0.050735812,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.618893,-111.789845,,,SLV-13-091,,-6,24-04-13 9:44,2013,spring,april,,-121.3785131,-16.08758775,0.074154305,0.023654534,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.71997,-111.81145,,,SLV-13-063,,-6,24-04-13 9:45,2013,spring,april,,-122.3162019,-16.40392955,0.122940548,0.044404774,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.71163,-111.96703,,,SLV-13-032,,-6,24-04-13 9:47,2013,spring,april,,-123.6932302,-16.35579525,0.060996817,0.015508675,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.72514,-111.83019,,,SLV-13-064,,-6,24-04-13 9:50,2013,spring,april,,-121.0065007,-16.15318017,0.121766035,0.013635223,SPATIAL,p58,multi
Phillips 66,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.62448,-111.82679,,,SLV-13-092,,-6,24-04-13 9:52,2013,spring,april,,-121.362159,-16.06255371,0.030795416,0.019461477,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.54414,-111.87157,,,SLV-13-001,,-6,24-04-13 9:55,2013,spring,april,,-118.8433398,-16.11724327,0.146622355,0.013629883,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.7117,-112.02583,,,SLV-13-033,,-6,24-04-13 9:55,2013,spring,april,,-97.78292704,-11.47787463,0.266531766,0.031932033,SPATIAL,p58,multi
McDonalds,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.72585,-111.86451,,,SLV-13-065,,-6,24-04-13 10:00,2013,spring,april,,-121.8819701,-16.28696905,0.19048413,0.011139074,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.71625,-112.06263,,,SLV-13-034,,-6,24-04-13 10:00,2013,spring,april,,-97.15984447,-11.48680687,0.058333901,0.016307562,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.6258,-111.85358,,,SLV-13-093,,-6,24-04-13 10:01,2013,spring,april,,-123.5928087,-16.67309857,0.057790922,0.016884506,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.74146,-111.87626,,,SLV-13-066,,-6,24-04-13 10:05,2013,spring,april,,-121.5241835,-16.35058757,0.082986582,0.017234983,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.71107,-112.09255,,,SLV-13-035,,-6,24-04-13 10:07,2013,spring,april,,-97.27040683,-11.4997973,0.113917595,0.021702484,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.5265,-111.87182,,,SLV-13-003,,-6,24-04-13 10:07,2013,spring,april,,-118.7060913,-16.11887369,0.063379849,0.005946772,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.61067,-111.8177,,,SLV-13-094,,-6,24-04-13 10:10,2013,spring,april,,-121.3851879,-16.06722283,0.123273808,0.007341063,SPATIAL,p58,multi
Arby's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52876,-111.85544,,,SLV-13-004,,-6,24-04-13 10:13,2013,spring,april,,-118.4384378,-16.10193285,0.044651943,0.003919258,SPATIAL,p58,multi
Magna Public Library,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.71161,-112.1047,,,SLV-13-036,,-6,24-04-13 10:14,2013,spring,april,,-97.3143479,-11.49999722,0.028864287,0.025832281,SPATIAL,p58,multi
Subway,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.60886,-111.79799,,,SLV-13-095,,-6,24-04-13 10:15,2013,spring,april,,-121.5608357,-16.17070779,0.011690342,0.020185041,SPATIAL,p58,multi
Draper City Park,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52407,-111.85374,,,SLV-13-005,,-6,24-04-13 10:20,2013,spring,april,,-118.698862,-16.19797073,0.095116941,0.015977578,SPATIAL,p58,multi
McDonalds,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.6956,-112.09211,,,SLV-13-037,,-6,24-04-13 10:20,2013,spring,april,,-115.0736216,-14.84261221,0.126697863,0.009774802,SPATIAL,p58,multi
Trolley Square Mall,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.75737,-111.8715,,,SLV-13-068,,-6,24-04-13 10:20,2013,spring,april,,-121.2456168,-16.13384615,0.02807173,0.019273429,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.69617,-112.06352,,,SLV-13-038,,-6,24-04-13 10:24,2013,spring,april,,-97.22214382,-11.49798265,0.147342732,0.04445729,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.76455,-111.87177,,,SLV-13-069,,-6,24-04-13 10:25,2013,spring,april,,-122.0436338,-16.36528111,0.051443751,0.009127738,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68161,-112.04436,,,SLV-13-039,,-6,24-04-13 10:30,2013,spring,april,,-131.8918484,-17.48884957,0.115255508,0.027507343,SPATIAL,p58,multi
Smiths,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.76989,-111.86607,,,SLV-13-070,,-6,24-04-13 10:30,2013,spring,april,,-122.0381251,-16.36302587,0.086296234,0.023362433,SPATIAL,p58,multi
Prostop,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.49896,-111.88444,,,SLV-13-006,,-6,24-04-13 10:31,2013,spring,april,,-118.7232242,-16.13410721,0.069677498,0.017888379,SPATIAL,p58,multi
Coffee Shop,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.7739,-111.87789,,,SLV-13-071,,-6,24-04-13 10:35,2013,spring,april,,-122.1441973,-16.36555128,0.095054556,0.017825425,SPATIAL,p58,multi
Storm Mtn Park,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.54389,-111.8633,,,SLV-13-096,,-6,24-04-13 10:35,2013,spring,april,,-121.3744023,-16.10273161,0.103459995,0.005467883,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.65275,-112.02541,,,SLV-13-040,,-6,24-04-13 10:36,2013,spring,april,,-121.5917215,-16.03614139,0.077614758,0.020145396,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.48592,-111.88457,,,SLV-13-007,,-6,24-04-13 10:37,2013,spring,april,,-121.7567695,-16.18821007,0.056198359,0.009260137,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.65366,-112.02544,,,SLV-13-041,,-6,24-04-13 10:39,2013,spring,april,,-122.2801549,-16.14189825,0.282898284,0.021019515,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.55836,-111.87167,,,SLV-13-097,,-6,24-04-13 10:40,2013,spring,april,,-121.8079325,-16.20514084,0.084195542,0.024308344,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.65251,-112.00244,,,SLV-13-042,,-6,24-04-13 10:43,2013,spring,april,,-121.4905314,-16.08272663,0.19443603,0.025533287,SPATIAL,p58,multi
Spring View Farms Trail,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.48642,-111.92639,,,SLV-13-008,,-6,24-04-13 10:46,2013,spring,april,,-120.9881759,-16.19593087,0.034898471,0.006592577,SPATIAL,p58,multi
Arby's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.56525,-111.85259,,,SLV-13-098,,-6,24-04-13 10:49,2013,spring,april,,-121.5223647,-16.30270576,0.06942659,0.02161274,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68253,-111.98697,,,SLV-13-043,,-6,24-04-13 10:52,2013,spring,april,,-121.1216256,-15.9135405,0.034346015,0.019548026,SPATIAL,p58,multi
Shilo Inn,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.76474,-111.89454,,,SLV-13-072,,-6,24-04-13 10:55,2013,spring,april,,-122.4182603,-16.55274439,0.053338839,0.019512564,SPATIAL,p58,multi
KFC,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.69633,-111.98285,,,SLV-13-044,,-6,24-04-13 10:56,2013,spring,april,,-121.5763074,-16.07118937,0.108168767,0.008648153,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.50505,-111.89738,,,SLV-13-009,,-6,24-04-13 11:00,2013,spring,april,,-121.6257718,-16.24970611,0.240484805,0.026929353,SPATIAL,p58,multi
Wendy's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.69631,-111.96834,,,SLV-13-045,,-6,24-04-13 11:00,2013,spring,april,,-121.655857,-16.01602726,0.043828558,0.032866039,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.58088,-111.82861,,,SLV-13-099,,-6,24-04-13 11:03,2013,spring,april,,-121.6844619,-16.09271069,0.0601278,0.029331791,SPATIAL,p58,multi
Koiser's BBQ,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.74821,-111.90008,,,SLV-13-073,,-6,24-04-13 11:05,2013,spring,april,,-122.2499134,-16.38410248,0.022862117,0.016696493,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.58095,-111.85268,,,SLV-13-100,,-6,24-04-13 11:07,2013,spring,april,,-121.6636836,-16.07159818,0.079467377,0.02954289,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.50714,-111.98578,,,SLV-13-010,,-6,24-04-13 11:09,2013,spring,april,,-111.8863378,-14.36196035,0.112476169,0.021802174,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.65249,-111.9677,,,SLV-13-046,,-6,24-04-13 11:09,2013,spring,april,,-123.9440434,-16.52056807,0.062173921,0.039380007,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.63899,-111.96679,,,SLV-13-047,,-6,24-04-13 11:13,2013,spring,april,,-124.0072444,-16.59878673,0.054434701,0.023140625,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.69951,-111.89931,,,SLV-13-074,,-6,24-04-13 11:15,2013,spring,april,,-121.9072575,-16.33570833,0.163606539,0.02461543,SPATIAL,p58,multi
Burger King,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.58852,-111.89242,,,SLV-13-101,,-6,24-04-13 11:16,2013,spring,april,,-121.7891139,-16.14600846,0.140750519,0.041010001,SPATIAL,p58,multi
McDonalds,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.50857,-112.01044,,,SLV-13-011,,-6,24-04-13 11:16,2013,spring,april,,-120.971298,-15.7635874,0.036732409,0.019357838,SPATIAL,p58,multi
Wendy's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.50829,-112.02381,,,SLV-13-012,,-6,24-04-13 11:20,2013,spring,april,,-121.1370372,-15.75187328,0.019981624,0.008948074,SPATIAL,p58,multi
Sinclair,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.60481,-111.89039,,,SLV-13-102,,-6,24-04-13 11:22,2013,spring,april,,-120.1106163,-16.02423495,0.102936578,0.007432307,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.51398,-112.025,,,SLV-13-013,,-6,24-04-13 11:24,2013,spring,april,,-120.9766619,-15.72607372,0.048392818,0.007297632,SPATIAL,p58,multi
Love's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.76994,-111.94006,,,SLV-13-075,,-6,24-04-13 11:25,2013,spring,april,,-122.0442751,-16.34530773,0.030252509,0.033021206,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.61474,-111.89034,,,SLV-13-103,,-6,24-04-13 11:26,2013,spring,april,,-119.4447924,-15.98633195,0.187570251,0.054383023,SPATIAL,p58,multi
Conoco Phillips,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.6751,-111.90593,,,SLV-13-049,,-6,24-04-13 11:28,2013,spring,april,,-121.3616257,-16.2903291,0.221112457,0.024738688,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52277,-112.00062,,,SLV-13-014,,-6,24-04-13 11:28,2013,spring,april,,-121.0123691,-15.73220151,0.022558148,0.005312968,SPATIAL,p58,multi
Hilton,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.77306,-112.00953,,,SLV-13-076,,-6,24-04-13 11:30,2013,spring,april,,-121.1597077,-16.14755703,0.038355006,0.027104108,SPATIAL,p58,multi
Wienerschnitzel,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.62288,-111.86556,,,SLV-13-104,,-6,24-04-13 11:33,2013,spring,april,,-121.4035866,-16.08375822,0.055113916,0.028420413,SPATIAL,p58,multi
Conoco Phillips,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.65429,-111.9099,,,SLV-13-050,,-6,24-04-13 11:34,2013,spring,april,,-120.7455986,-16.23984199,0.131217224,0.02521888,SPATIAL,p58,multi
In and Out Burger,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52285,-111.98505,,,SLV-13-015,,-6,24-04-13 11:37,2013,spring,april,,-110.9061011,-14.14349722,0.060779156,0.025749938,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.64318,-111.88942,,,SLV-13-051,,-6,24-04-13 11:40,2013,spring,april,,-121.0325599,-16.27049751,0.116940487,0.034324034,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.62662,-111.89046,,,SLV-13-105,,-6,24-04-13 11:41,2013,spring,april,,-121.4843881,-16.12787064,0.116380976,0.020936992,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.72999,-111.98827,,,SLV-13-077,,-6,24-04-13 11:45,2013,spring,april,,-121.2334648,-16.10498993,0.024937945,0.011873763,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52204,-111.95802,,,SLV-13-016,,-6,24-04-13 11:45,2013,spring,april,,-106.9673307,-13.43251579,0.030731259,0.011504666,SPATIAL,p58,multi
Chickfillet,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.65928,-111.88758,,,SLV-13-052,,-6,24-04-13 11:47,2013,spring,april,,-121.1480729,-16.29773224,0.065156612,0.011846049,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.62152,-111.90962,,,SLV-13-106,,-6,24-04-13 11:47,2013,spring,april,,-119.5976883,-15.98768441,0.053426607,0.023426873,SPATIAL,p58,multi
Prostop,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52195,-111.94415,,,SLV-13-017,,-6,24-04-13 11:49,2013,spring,april,,-114.103074,-14.64923627,0.150878908,0.018076534,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.72871,-111.96781,,,SLV-13-078,,-6,24-04-13 11:50,2013,spring,april,,-121.4585889,-16.14788368,0.066685213,0.012278253,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68325,-111.8877,,,SLV-13-053,,-6,24-04-13 11:53,2013,spring,april,,-122.0686426,-16.3380472,0.090221119,0.014512337,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52273,-111.92973,,,SLV-13-018,,-6,24-04-13 11:53,2013,spring,april,,-113.3323198,-14.60889811,0.118747591,0.018162525,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.6104,-111.91079,,,SLV-13-107,,-6,24-04-13 11:54,2013,spring,april,,-119.7880401,-16.00572342,0.101243644,0.016171859,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68678,-111.87742,,,SLV-13-054,,-6,24-04-13 11:56,2013,spring,april,,-121.8616624,-16.29162408,0.104561927,0.023426305,SPATIAL,p58,multi
Apollo Burger,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52626,-111.90704,,,SLV-13-019,,-6,24-04-13 11:58,2013,spring,april,,-121.0430418,-16.23312131,0.082006274,0.011661337,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.52647,-111.89952,,,SLV-13-020,,-6,24-04-13 12:04,2013,spring,april,,-121.0924389,-16.26431657,0.070141151,0.01672007,SPATIAL,p58,multi
Arby's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68691,-111.82522,,,SLV-13-055,,-6,24-04-13 12:05,2013,spring,april,,-122.6936319,-16.51175693,0.038224117,0.020092798,SPATIAL,p58,multi
Northwest Middle School,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.80608,-111.9398,,,SLV-13-079,,-6,24-04-13 12:05,2013,spring,april,,-122.5705604,-16.49063231,0.04182718,0.013192004,SPATIAL,p58,multi
Sinclair,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68685,-111.79561,,,SLV-13-056,,-6,24-04-13 12:10,2013,spring,april,,-124.8842683,-16.78487372,0.106562015,0.023140855,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.78288,-111.8992,,,SLV-13-080,,-6,24-04-13 12:15,2013,spring,april,,-123.104796,-16.61659498,0.039724958,0.008949683,SPATIAL,p58,multi
SPATIAL Lab,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.766641,-111.848071,,,SLV-13-027,,-6,24-04-13 12:20,2013,spring,april,,-122.2540036,-16.32247233,0.045227985,0.018822558,SPATIAL,p58,multi
McDonalds,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.70005,-111.80034,,,SLV-13-082,,-6,26-04-13 2:15,2013,spring,april,,-120.6976929,-15.91112262,0.086870012,0.018303157,SPATIAL,p58,multi
Granatto's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.68403,-111.81558,,,SLV-13-083,,-6,26-04-13 2:25,2013,spring,april,,-121.3661539,-16.05982559,0.019524169,0.012600314,SPATIAL,p58,multi
Shell,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.67391,-111.82379,,,SLV-13-084,,-6,26-04-13 2:32,2013,spring,april,,-123.9171316,-16.85072547,0.036552963,0.030061607,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.67475,-111.86594,,,SLV-13-085,,-6,26-04-13 2:41,2013,spring,april,,-123.3140873,-16.60107408,0.011934946,0.02364932,SPATIAL,p58,multi
Fresh Market,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.64931,-111.86758,,,SLV-13-086,,-6,26-04-13 2:52,2013,spring,april,,-110.3975265,-14.3458203,0.103907003,0.021746931,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.64032,-111.85517,,,SLV-13-087,,-6,26-04-13 3:04,2013,spring,april,,-121.0305128,-16.21958926,0.022270464,0.007554718,SPATIAL,p58,multi
Phillips 66,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.64088,-111.83555,,,SLV-13-088,,-6,26-04-13 3:13,2013,spring,april,,-121.2071932,-16.24028621,0.036305775,0.013913714,SPATIAL,p58,multi
McDonalds,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.66626,-111.83716,,,SLV-13-089,,-6,26-04-13 3:19,2013,spring,april,,-124.1636738,-16.84881527,0.188901374,0.026886359,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.66612,-111.8224,,,SLV-13-090,,-6,26-04-13 3:25,2013,spring,april,,-123.7081272,-16.86872848,0.106927498,0.033387972,SPATIAL,p58,multi
Starbucks,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.63526,-111.80401,,,SLV-13-081,,-6,26-04-13 3:35,2013,spring,april,,-122.0620899,-16.15228374,0.122252079,0.019025128,SPATIAL,p58,multi
Alex's House,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.62193,-111.94774,,,SLV-13-108,,-6,26-04-13 9:38,2013,spring,april,,-121.2534287,-16.05489595,0.1162767,0.045121227,SPATIAL,p58,multi
Conoco Phillips,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.62338,-111.97956,,,SLV-13-109,,-6,26-04-13 10:30,2013,spring,april,,-122.4989661,-16.13442546,0.095244359,0.015408629,SPATIAL,p58,multi
Alex's Friend's House,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.62206,-112.02757,,,SLV-13-110,,-6,26-04-13 10:40,2013,spring,april,,-121.9812989,-16.09302665,0.179655688,0.032639862,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.6028,-112.05776,,,SLV-13-111,,-6,26-04-13 11:01,2013,spring,april,,-122.1360208,-16.12301553,0.267946198,0.052201683,SPATIAL,p58,multi
Bingham Creek Library,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.58851,-112.00656,,,SLV-13-112,,-6,26-04-13 11:09,2013,spring,april,,-121.5828746,-16.12762074,0.11667748,0.024016406,SPATIAL,p58,multi
Chevron,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.58733,-111.98586,,,SLV-13-113,,-6,26-04-13 11:14,2013,spring,april,,-121.0962942,-16.09132241,0.152180585,0.018550838,SPATIAL,p58,multi
Phillips 66,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.58734,-111.95817,,,SLV-13-114,,-6,26-04-13 11:19,2013,spring,april,,-121.3143937,-16.11464911,0.067927473,0.017009135,SPATIAL,p58,multi
Sinclair,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.60987,-111.93849,,,SLV-13-115,,-6,26-04-13 11:28,2013,spring,april,,-121.108564,-16.07603905,0.14238245,0.004451072,SPATIAL,p58,multi
West Village,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.75411,-111.83633,,,SLV-13-026,,-6,28-04-13 5:24,2013,spring,april,,-121.7028701,-16.14516845,0.237449294,0.00893544,SPATIAL,p58,multi
Maverick,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.48402,-111.91119,,,SLV-13-057,,-6,28-04-13 10:40,2013,spring,april,,-121.3954277,-16.09207396,0.22185289,0.023737619,SPATIAL,p58,multi
City Park,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.49139,-111.95145,,,SLV-13-058,,-6,28-04-13 10:47,2013,spring,april,,-120.4070268,-15.93572134,0.252950975,0.034377779,SPATIAL,p58,multi
Seven Eleven,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.53994,-112.01465,,,SLV-13-059,,-6,28-04-13 11:05,2013,spring,april,,-121.4874259,-16.03639525,0.060971805,0.020373893,SPATIAL,p58,multi
Wendy's,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.58806,-111.98878,,,SLV-13-060,,-6,28-04-13 11:15,2013,spring,april,,-120.4918492,-15.91036905,0.080029644,0.031914731,SPATIAL,p58,multi
McDonalds,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.54467,-111.98219,,,SLV-13-022,,-6,28-04-13 11:39,2013,spring,april,,-120.9598813,-16.03464396,0.072999855,0.022766625,SPATIAL,p58,multi
Del Taco,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.56175,-111.93734,,,SLV-13-024,,-6,28-04-13 11:52,2013,spring,april,,-120.9930823,-15.79502821,0.148471359,0.011106675,SPATIAL,p58,multi
Holiday,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.56007,-111.92003,,,SLV-13-025,,-6,28-04-13 11:58,2013,spring,april,,-121.4027431,-16.07881807,0.066269597,0.015929564,SPATIAL,p58,multi
Mall,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.63727,-111.88601,,,SLV-13-116,,-6,29-04-13 4:36,2013,spring,april,,-121.5271915,-16.38558731,0.079108898,0.027137229,SPATIAL,p58,multi
Costco,1.1,SLC_Area,SLC_Area_Ap-13,UT,40.6576,-111.89035,,,SLV-13-117,,-6,29-04-13 7:28,2013,spring,april,,-121.5712476,-16.31867271,0.077514425,0.017659684,SPATIAL,p58,multi
In and Out Burger,1.2,SLC_Area,SLC_Area_Ag-Oct-13,UT,40.52285,-111.98505,,,SLV-13-118,,-6,17-08-13 9:30,2013,summer,august,,-120.8451559,-15.74438368,0.05965712,0.013415704,SPATIAL,p59,multi
KFC,1.2,SLC_Area,SLC_Area_Ag-Oct-13,UT,40.69633,-111.98285,,,SLV-13-119,,-6,17-08-13 9:35,2013,summer,august,,-120.9128845,-15.88686924,0.124360684,0.010485111,SPATIAL,p59,multi
Holiday,1.2,SLC_Area,SLC_Area_Ag-Oct-13,UT,40.61474,-111.89034,,,SLV-13-120,,-6,17-08-13 9:45,2013,summer,august,,-121.5771379,-15.95449124,0.088866893,0.010682623,SPATIAL,p59,multi
